22831856b4ef4ecda0ee60656417b904,10.641221,0f9cc12519eb4872af7be7fe49e19f59
9d91a50f84cd42d999f13adae10c4a0c,9.104643,bab3bdc133384798b558f8fb6466a7fa
9c0fbba28fa24de2a7d3b5fff53b8ef6,9.039981,34b71675a1ae442395b6eb1f3eda23df
7b77d3c7e5fe4d2abc10ed7f00ad4e1f,8.930045,ec281224f8ee419ebde676f291672aea
e89166577a8e4c1d9c4025a06e1d5a24,8.60221,a0fe3cd34e474c3b90662ce8ef1fcac6
c67c378aa42248cfab4b61e502027a8c,8.400007,9e304a9bbc7b4c22af8025fc93757357
fe175ac3af5446a582bc555f10723923,7.910196,691a538d2372403fad2b919b48ff5f85
ac99786a858b4fa2a4aab5dcdd49d652,7.8252807,6a122ce1702646db918266228d48bd08
db0b5c45c2954d12b90e29ab07c75dcd,7.6380415,21b1ded02d7b42618592187e287835a3
f745ccee7e2340918079fa1ec6e0e29a,7.6329026,7ab29c5e2f05481d8a69cc479a764ee8
8ffbcfeb411843b2bd6e513ae284b232,7.4580545,00f45d57fd3c448d8cfdf3185ebae894
953a07c9b67d487f9d6ac9b71b85dff7,7.3903055,e9f055a212cd4e5e8601228c37713f35
f4398da2a74044829b4f7bd0808aec82,7.2908797,6c8a24653ef04f559b88e0f27c0df63a
78ba6aa176c7496d85a6fdee9dad62f1,7.262472,fe6ace599de44aa19b1773dad3658fee
a545f38de45e4870b398a90fe9c5cbbd,7.2201567,257aed6ca7a44f1cb5c664beb1be527b
c0e4b6d0b4ac4f978868636d7675e345,7.1601033,e456afdf95e643dd926249fec4d68753
d51b249d11a44ae699cd4e2854b00d4a,7.159487,4a4eb12a639346b5a00557d54b51fe51
68a1587934b74c2aac31a790843f3b56,7.0393147,e5692bd498004d32934fbaa05af2120d
932fad47da6c474ebd763a0249ad22cd,6.928478,f9fae977af2c4f35b29400f31267e170
55cd7fb3f7fa410b973c972dc5f4b757,6.8781652,c88be17376104f999b914a91aebf7220
32b499158c154bc2991b5799962d9b5a,6.856839,2425086d8eaf44d2a9519f0e4e6b289a
a1ea6d619e4045668556cef7645bb76b,6.711674,9ff95d23c3284d31ba5e398afa520649
865e99466009410e82a3a9daa7d34d29,6.68547,dc58564d0c8540bea4f3e2e3696deae8
98a56450793d4447a21350dcb38b80eb,6.6793737,efdf40eee13d409c9955e5b84e4408f6
4c35694f60f94daa9e2cb35e66d8031f,6.666559,f11f1682b5924181b047d757d3e20964
66c69be4b87942098f652198c91df0bd,6.5828333,77ac5eb4b3054ca68e2b0dcbd5473fd1
4fb27ec50c5a44b9a81d230f845e3047,6.550253,75b0bd2240a54f6fb45bf95ca43ab5e6
10a7715c72fc4bc7aac2b6e8ccb232d2,6.5096893,eb513691b7a04d31ab1bc50bf343447b
11bb2992a06243158ef845965bbb79ec,6.4713426,efdf40eee13d409c9955e5b84e4408f6
3e1186b551804ac0880d688f4ad41f5d,6.453158,17cc6768c9d14388b7455fea0060b62c
266024fef71d4c25a73f93db3af86fa7,6.429597,46bfd7af0ed6491fa621350963d11e35
4810807024104aebb9028b6d53c9ed44,6.424601,77ac5eb4b3054ca68e2b0dcbd5473fd1
8c4f8ffe681a4951928e1444bf4947d6,6.4131293,fcc9863b07fc4bd5a01fab5b9160eafb
41f9870b0da34d88a3e68dd195a3e474,6.350402,27eee82d7fb94b9b8b60bd3101187496
bfd311fb1c224274b98d99f84e3cf150,6.3327837,d42996c2b67443fd9b73bba7641d4f77
c57df4a5798042df90a71b4c979df11f,6.258251,c8c201e25c0047a2ba9d9e8541ac0939
f36820bbc65b4c6486f479be532b159c,6.2015615,cd56b9a044c24df8a7156f661cb3d9cf
5a9a922465d14fc6b190a50e964695f5,6.1866827,6a33c207c8b648f680dbd0e65639ef04
