cougni,-2.05,11.6166667
ngola,4.9,21.7666667
ngemo,4.4,14.55
omekenge,-3.383333,23.45
akiado,4.3333333,21.6166667
oleko,-4.733333,25.233333
nkolong,2.85,10.05
kalenda-kania,-5.916667,25.066667
kamotu,-7.533333,22.466667
ngale,6.4333333,9.4666667
mayungu,-4.5,19.516667
angouje,12.9,20.8666667
ndjore,4.4,11.8166667
elle,9.55,15.7666667
boutare,6.5833333,11.8
nienga-mbota,-4.883333,14.833333
kalengehya,.033333,29.4
djoagene,4.3833333,14.7
baga kiskra,13.8,14.15
galimbe,9.5833333,19.2
mfouladja,3.0666667,12.0333333
mayka,3.133333,29.933333
anyoungom,2.4166667,12.4166667
kogol,9.35,17.2333333
bemomba,-2.15,19.483333
yambora,4.95,14.5666667
kotile,6.3333333,9.45
malare,-0.05,11.8833333
djembe,3.5333333,16.0666667
daire,13.3333333,15.4333333
bondadjoro,3,20.033333
bisibanda,5.8666667,19.9
koulao,8.5,15.3666667
katshia,-6.883333,24.2
yakoamba,5.6,20.5
badumbi,.716667,25.283333
kibangula,-3.85,26.866667
tasia,3.066667,25.516667
bosegui,4.5166667,22.6833333
tangala,10.3666667,17.8833333
inkekete,-2.616667,21.883333
kipata-mosasa,-5.016667,17.933333
oro,8.6166667,15.7666667
ebabsi,4.1,11.3
moyabi,-1.6833333,13.3
ouye,4.4833333,21.2833333
djomane,9.8833333,15.8166667
pomongo,-5,19.133333
amdjiamala,11.0666667,16.3333333
samuyemba,-9.683333,23.5
deker,14.45,21.0666667
donia,8.4,16.4166667
damboro,4.3833333,21.4833333
lag lag,12.9666667,18.4166667
lombe,-5.183333,13.083333
doktoro,8.0666667,17.4166667
djebao,8.6833333,14.8
busholo,-4.616667,21.483333
bugaza,-2.066667,28.916667
kalundu port,-3.433333,29.133333
ketshero,-1.633333,29.166667
mbondjo i,4.2297222,9.5475
yalifalu,-.3,22.283333
elanga,-4.566667,22.05
mekapti,8.35,17.0166667
odon,4.45,11.6166667
okolo,3.9333333,11.5166667
mutambala,-7.333333,29.816667
bokenda,1.383333,21.366667
miliki,-.716667,29.066667
tagoudele,11.0666667,14.1
kimba,-8.216667,26.633333
bokogo,6.5166667,18.4333333
kokati,8.6,17.0333333
baro,12.2,18.9666667
gongo,-10.9,23.3
gandu ii,-5.566667,20.733333
zouatou,2.6833333,13.1666667
ayane,1.2833333,11.7
bril'kinia,8.9666667,20.6166667
boko-boudeye,5.9333333,15.5333333
kalombe-nyama,-1.383333,26.35
bori,8.6333333,13.0833333
djamuse,4.65,27.733333
laindou,9.3166667,16.9833333
palambo,4.7166667,18.95
wututu,4.0838889,9.2222222
kailleran,9.6666667,13.9833333
melendjeta,10.5166667,15.45
kaenge,-5.983333,25.833333
guende,4.4833333,21.0166667
boso-lite,1.35,20.5
kalankara,13.5833333,21.2833333
kandolo,-1.4,26.866667
diela vievi,-2.3666667,10.15
aka,7.5166667,23.1833333
kolobo,9.9,15.7666667
abarai,10.85,16.1333333
nkuba,-1.733333,28.1
daman,10.0666667,16.3166667
eolo,-3.716667,18.9
musone,4.4483333,9.2675
kadige,13.75,21.8
lungba,3.533333,24.833333
sibiama,-3.696944,29.023611
buanza,-1.55,16.783333
lamba,4.6480556,9.8802778
dongoulou,12.1166667,18.6666667
kama,-3.533333,27.116667
bougang i,6.7166667,15.5333333
rey bouba,8.6666667,14.1833333
makanda,-1.9333333,10.9666667
wuye,4.366667,18.716667
nkake,-.566667,18.083333
kayabala,-7.466667,29.5
kalite,9.2166667,17.1666667
binga,5.0666667,22.4
ambowe,0.4333333,9.45
latir,13.6,14.7333333
ndoukia,8.3166667,14.1
yaraka,-0.2333333,10.5
masoui,-1.3833333,11.6333333
talia,-.033333,29.383333
timbi,4.45,13.6166667
bilibeni,8.5333333,15.4833333
bonmbala kete,6.9833333,16.8833333
ourou,6.0333333,25.35
trouapou,6.85,21.7833333
bemblong,2.3166667,10.6
shamalenge,-7.816667,18.983333
ndola,13.1333333,15.65
suene,12.9666667,18.35
silingbi,2.883333,27.2
olendi,1.016667,24.466667
mabuma,2.65,27.333333
